COUNTRY,amount,year,UNIT_TYPE_DESCR
JE,878437,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,3636456,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,4611323,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,5126963,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,2088436,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
IM,2814957,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
IM,4772256,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
IM,955513,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
IM,4913121,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
IM,3622020,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
JP,553793,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
JP,3616036,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
JP,306147,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,5562253,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
BM,4281823,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
BM,6489400,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
BM,1320890,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,1354550,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
JP,7815,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
KY,1119290,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
BS,379846,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,7759318,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
BS,3086296,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
BS,2765979,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
KR,2995152,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
JE,4459552,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
BR,398178,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
BR,96656,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
BR,48781,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
IM,1358678,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,6619442,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,1054730,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,11615510,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
MX,4856944,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
MX,607326,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
BR,739627,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
KR,1780141,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
VG,426625,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
CL,77992,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
CL,627103,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,2994668,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,3525408,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,1795892,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,3965422,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
PE,845690,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,934704,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
HK,13559480,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,2535809,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
CL,2402,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
IS,40000,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
EE,471386,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,719700,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,3912441,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
KY,568966,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,3451044,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,1793575,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,915594,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,1738193,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,1630392,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,275178,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,1162039,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
BM,1742056,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
BM,1993124,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
LB,1523847,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
VG,16305,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,11537977,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
KY,907730,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,196332,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,478580,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,87662,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
LB,796000,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
KN,15542,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
KY,1175800,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
HR,411000,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
ME,403614,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
HK,2050024,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
HK,428435,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
TH,135000,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
TR,342916,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
KR,5771131,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
KR,2505000,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
VG,37000,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
SC,192245,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
SC,109678,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
SC,207168,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
CA,81046,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
BR,600000,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
BS,583051,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
BB,670000,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
BB,208000,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
TH,203098,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
IM,177509,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,138026918,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,42976132,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
,697308,2015,"ERU - Converted from an RMU"
AT,90477,2015,"ERU - Converted from an RMU"
FI,271398,2015,"ERU - Converted from an RMU"
DK,181302,2015,"ERU - Converted from an RMU"
RO,308454,2015,"ERU - Converted from an RMU"
GB,821870,2015,"ERU - Converted from an RMU"
EE,74480,2015,"ERU - Converted from an RMU"
HU,168545,2015,"ERU - Converted from an RMU"
LT,77720,2015,"ERU - Converted from an RMU"
LV,90477,2015,"ERU - Converted from an RMU"
BG,201961,2015,"ERU - Converted from an RMU"
NL,336818,2015,"ERU - Converted from an RMU"
CY,30281,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
DE,401420,2015,"ERU - Converted from an RMU"
LU,75350,2015,"ERU - Converted from an RMU"
PT,74477,2015,"ERU - Converted from an RMU"
CZ,158926,2015,"ERU - Converted from an RMU"
SK,68101,2015,"ERU - Converted from an RMU"
ES,278557,2015,"ERU - Converted from an RMU"
SI,26041,2015,"ERU - Converted from an RMU"
FR,293582,2015,"ERU - Converted from an RMU"
IE,147690,2015,"ERU - Converted from an RMU"
PL,407630,2015,"ERU - Converted from an RMU"
BE,399026,2015,"ERU - Converted from an RMU"
NO,103780,2015,"ERU - Converted from an RMU"
SE,217085,2015,"ERU - Converted from an RMU"
GR,81506,2015,"ERU - Converted from an RMU"
HK,120853,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
HK,969774,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
LB,463598,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
DK,20978017,2012,"RMU - Removal Unit"
,39237735,2011,"RMU - Removal Unit"
LU,24446613,2011,"RMU - Removal Unit"
PT,48893226,2011,"RMU - Removal Unit"
GB,68184348,2011,"RMU - Removal Unit"
FR,26446613,2011,"RMU - Removal Unit"
ES,48893226,2011,"RMU - Removal Unit"
DK,28729867,2011,"RMU - Removal Unit"
SK,24446613,2011,"RMU - Removal Unit"
IT,29390345,2011,"RMU - Removal Unit"
FI,28394003,2011,"RMU - Removal Unit"
PL,26446613,2011,"RMU - Removal Unit"
DE,33290345,2011,"RMU - Removal Unit"
SE,28390345,2011,"RMU - Removal Unit"
NL,56784348,2011,"RMU - Removal Unit"
LI,24450271,2011,"RMU - Removal Unit"
LV,28394003,2011,"RMU - Removal Unit"
NO,28390345,2011,"RMU - Removal Unit"
CZ,24446613,2011,"RMU - Removal Unit"
BG,28394003,2011,"RMU - Removal Unit"
,32948191,2012,"RMU - Removal Unit"
DE,41048191,2012,"RMU - Removal Unit"
GB,44378209,2012,"RMU - Removal Unit"
NL,31798191,2012,"RMU - Removal Unit"
ES,22878209,2012,"RMU - Removal Unit"
FR,32048191,2012,"RMU - Removal Unit"
PL,22878209,2012,"RMU - Removal Unit"
FI,22628209,2012,"RMU - Removal Unit"
DE,11241834,2014,"RMU - Removal Unit"
FR,11241834,2014,"RMU - Removal Unit"
DE,308789666,2015,"RMU - Removal Unit"
FR,280658570,2015,"RMU - Removal Unit"
PT,212019916,2015,"RMU - Removal Unit"
BE,193998801,2015,"RMU - Removal Unit"
IE,181580158,2015,"RMU - Removal Unit"
GB,4837751819,2017,"Non-Kyoto Unit"
GB,7683996542,2013,"Non-Kyoto Unit"
BE,3733958704,2013,"Non-Kyoto Unit"
BE,2137797863,2015,"Non-Kyoto Unit"
BE,2090211805,2016,"Non-Kyoto Unit"
BE,1899067367,2019,"Non-Kyoto Unit"
BE,2021683180,2018,"Non-Kyoto Unit"
BE,2007801535,2017,"Non-Kyoto Unit"
EE,23937256,2015,"Non-Kyoto Unit"
AT,19502765,2012,"Non-Kyoto Unit"
BG,10890072,2012,"Non-Kyoto Unit"
NL,101292853,2012,"Non-Kyoto Unit"
US,409690923,2013,"Non-Kyoto Unit"
LV,2516529,2012,"Non-Kyoto Unit"
FI,48908144,2016,"Non-Kyoto Unit"
FI,55029186,2015,"Non-Kyoto Unit"
IE,74823053,2015,"Non-Kyoto Unit"
HU,62757097,2015,"Non-Kyoto Unit"
HU,53783055,2017,"Non-Kyoto Unit"
IS,412098,2013,"Non-Kyoto Unit"
DE,5217783242,2015,"Non-Kyoto Unit"
AT,56418390,2015,"Non-Kyoto Unit"
AT,51285536,2016,"Non-Kyoto Unit"
AT,36259201,2013,"Non-Kyoto Unit"
BE,2203105995,2014,"Non-Kyoto Unit"
CA,1105518,2012,"Non-Kyoto Unit"
DE,1608101502,2012,"Non-Kyoto Unit"
TH,4046024,2012,"Non-Kyoto Unit"
TR,2318143,2012,"Non-Kyoto Unit"
DE,5753795097,2013,"Non-Kyoto Unit"
RU,1466751,2013,"Non-Kyoto Unit"
IL,925846,2013,"Non-Kyoto Unit"
DE,7740746278,2018,"Non-Kyoto Unit"
DE,2442463975,2019,"Non-Kyoto Unit"
SI,30205221,2015,"Non-Kyoto Unit"
SI,48313851,2016,"Non-Kyoto Unit"
SI,46571846,2018,"Non-Kyoto Unit"
SI,59107373,2017,"Non-Kyoto Unit"
NL,146494623,2019,"Non-Kyoto Unit"
NL,280115275,2018,"Non-Kyoto Unit"
GB,6291274680,2018,"Non-Kyoto Unit"
AU,624821587,2018,"Non-Kyoto Unit"
GB,5505670115,2015,"Non-Kyoto Unit"
GB,4441302895,2014,"Non-Kyoto Unit"
GB,5158129686,2016,"Non-Kyoto Unit"
GB,2053191524,2019,"Non-Kyoto Unit"
FR,718111196,2018,"Non-Kyoto Unit"
BG,54581347,2015,"Non-Kyoto Unit"
NL,302121490,2014,"Non-Kyoto Unit"
NL,298300469,2015,"Non-Kyoto Unit"
HU,68756044,2013,"Non-Kyoto Unit"
HU,95631188,2014,"Non-Kyoto Unit"
HU,63808808,2016,"Non-Kyoto Unit"
HU,69734135,2018,"Non-Kyoto Unit"
AU,761204933,2016,"Non-Kyoto Unit"
DE,8307010469,2017,"Non-Kyoto Unit"
NL,384567518,2016,"Non-Kyoto Unit"
NL,291827197,2017,"Non-Kyoto Unit"
IT,506752664,2015,"Non-Kyoto Unit"
ES,304831824,2016,"Non-Kyoto Unit"
CY,10911357,2018,"Non-Kyoto Unit"
FR,529547272,2015,"Non-Kyoto Unit"
FR,485929420,2019,"Non-Kyoto Unit"
AU,1133824409,2015,"Non-Kyoto Unit"
PL,709145252,2015,"Non-Kyoto Unit"
IT,436609058,2017,"Non-Kyoto Unit"
IS,2764114,2015,"Non-Kyoto Unit"
LV,2467821,2015,"Non-Kyoto Unit"
DZ,213,2018,"Non-Kyoto Unit"
IS,2517337,2018,"Non-Kyoto Unit"
FR,449805610,2013,"Non-Kyoto Unit"
SE,10976192,2013,"Non-Kyoto Unit"
SE,49692907,2015,"Non-Kyoto Unit"
US,246723047,2018,"Non-Kyoto Unit"
BY,45,2013,"Non-Kyoto Unit"
SK,25353676,2017,"Non-Kyoto Unit"
LU,16245060,2013,"Non-Kyoto Unit"
LU,7493576,2014,"Non-Kyoto Unit"
LU,1979200,2017,"Non-Kyoto Unit"
CH,120609829,2016,"Non-Kyoto Unit"
CZ,154417028,2015,"Non-Kyoto Unit"
CZ,468590180,2018,"Non-Kyoto Unit"
US,117187148,2015,"Non-Kyoto Unit"
AT,63093809,2018,"Non-Kyoto Unit"
CH,494919852,2013,"Non-Kyoto Unit"
DK,71966880,2013,"Non-Kyoto Unit"
BN,83082,2013,"Non-Kyoto Unit"
PL,401685607,2017,"Non-Kyoto Unit"
CH,146728923,2015,"Non-Kyoto Unit"
SA,76828,2016,"Non-Kyoto Unit"
BR,1696,2015,"Non-Kyoto Unit"
US,164663418,2016,"Non-Kyoto Unit"
VG,841,2015,"Non-Kyoto Unit"
DE,4584381968,2014,"Non-Kyoto Unit"
ES,351142546,2015,"Non-Kyoto Unit"
RU,50439,2017,"Non-Kyoto Unit"
BM,5926,2018,"Non-Kyoto Unit"
SA,30091,2017,"Non-Kyoto Unit"
IN,175,2017,"Non-Kyoto Unit"
QA,1588,2018,"Non-Kyoto Unit"
RU,68602,2018,"Non-Kyoto Unit"
KY,2175281,2018,"Non-Kyoto Unit"
LT,1246310,2013,"Non-Kyoto Unit"
KR,112171,2015,"Non-Kyoto Unit"
TH,796,2018,"Non-Kyoto Unit"
NL,405314034,2013,"Non-Kyoto Unit"
DK,38922084,2015,"Non-Kyoto Unit"
HU,47613587,2019,"Non-Kyoto Unit"
JE,35318372,2014,"Non-Kyoto Unit"
FI,51537311,2013,"Non-Kyoto Unit"
ES,177483340,2013,"Non-Kyoto Unit"
PL,490463073,2018,"Non-Kyoto Unit"
IT,1221046847,2013,"Non-Kyoto Unit"
QA,8634,2016,"Non-Kyoto Unit"
LU,2827138,2015,"Non-Kyoto Unit"
CN,252418,2015,"Non-Kyoto Unit"
CN,48685,2019,"Non-Kyoto Unit"
LT,6822149,2017,"Non-Kyoto Unit"
NO,52746403,2016,"Non-Kyoto Unit"
IS,3415675,2014,"Non-Kyoto Unit"
IS,2947441,2016,"Non-Kyoto Unit"
IS,2514429,2017,"Non-Kyoto Unit"
GR,16087408,2012,"Non-Kyoto Unit"
SE,45976124,2016,"Non-Kyoto Unit"
SE,31982630,2019,"Non-Kyoto Unit"
MA,1859,2016,"Non-Kyoto Unit"
PT,64955235,2016,"Non-Kyoto Unit"
PT,34085816,2019,"Non-Kyoto Unit"
GB,3025255721,2012,"Non-Kyoto Unit"
IE,50861179,2013,"Non-Kyoto Unit"
BM,11407,2013,"Non-Kyoto Unit"
PT,48511921,2015,"Non-Kyoto Unit"
UY,251,2013,"Non-Kyoto Unit"
US,102884623,2017,"Non-Kyoto Unit"
SA,177,2014,"Non-Kyoto Unit"
SA,4551,2015,"Non-Kyoto Unit"
US,164246569,2014,"Non-Kyoto Unit"
FR,383125850,2012,"Non-Kyoto Unit"
LB,160498,2012,"Non-Kyoto Unit"
SI,15935174,2012,"Non-Kyoto Unit"
TR,89114,2017,"Non-Kyoto Unit"
AT,74784421,2017,"Non-Kyoto Unit"
US,378265678,2012,"Non-Kyoto Unit"
TN,479033,2012,"Non-Kyoto Unit"
IT,1152819484,2014,"Non-Kyoto Unit"
DE,6456227818,2016,"Non-Kyoto Unit"
IE,12367172,2012,"Non-Kyoto Unit"
KY,2114449,2013,"Non-Kyoto Unit"
MU,286,2013,"Non-Kyoto Unit"
BM,8857,2017,"Non-Kyoto Unit"
RU,138755,2016,"Non-Kyoto Unit"
LV,2112297,2017,"Non-Kyoto Unit"
IM,3594,2019,"Non-Kyoto Unit"
CA,318419,2013,"Non-Kyoto Unit"
IE,70123839,2018,"Non-Kyoto Unit"
LV,2864395,2016,"Non-Kyoto Unit"
FI,48913346,2017,"Non-Kyoto Unit"
FI,54217966,2018,"Non-Kyoto Unit"
LT,8428827,2016,"Non-Kyoto Unit"
IS,2350927,2019,"Non-Kyoto Unit"
MA,126871,2013,"Non-Kyoto Unit"
PL,742887072,2016,"Non-Kyoto Unit"
PL,397276244,2013,"Non-Kyoto Unit"
KR,32159,2016,"Non-Kyoto Unit"
PT,57539266,2018,"Non-Kyoto Unit"
TR,7345,2014,"Non-Kyoto Unit"
CY,4954832,2013,"Non-Kyoto Unit"
IT,100045324,2012,"Non-Kyoto Unit"
IT,416732670,2018,"Non-Kyoto Unit"
BY,30956,2012,"Non-Kyoto Unit"
SI,42464148,2013,"Non-Kyoto Unit"
LU,2145844,2016,"Non-Kyoto Unit"
LU,2210854,2018,"Non-Kyoto Unit"
SE,70935744,2018,"Non-Kyoto Unit"
AR,249,2013,"Non-Kyoto Unit"
SE,39420943,2017,"Non-Kyoto Unit"
AZ,6243,2019,"Non-Kyoto Unit"
MT,1662641,2018,"Non-Kyoto Unit"
US,289564046,2019,"Non-Kyoto Unit"
FR,637501445,2016,"Non-Kyoto Unit"
MT,1830788,2019,"Non-Kyoto Unit"
FI,53829228,2012,"Non-Kyoto Unit"
IS,914598,2012,"Non-Kyoto Unit"
AE,910,2019,"Non-Kyoto Unit"
ES,78821717,2012,"Non-Kyoto Unit"
CL,500824,2013,"Non-Kyoto Unit"
JE,23418205,2015,"Non-Kyoto Unit"
CY,7562449,2014,"Non-Kyoto Unit"
LB,37,2016,"Non-Kyoto Unit"
RO,105886889,2015,"Non-Kyoto Unit"
RO,104162032,2018,"Non-Kyoto Unit"
RO,102360842,2017,"Non-Kyoto Unit"
JP,6554,2015,"Non-Kyoto Unit"
NO,38408068,2019,"Non-Kyoto Unit"
NO,64261758,2015,"Non-Kyoto Unit"
NO,45832678,2018,"Non-Kyoto Unit"
MU,102,2016,"Non-Kyoto Unit"
FR,634903668,2017,"Non-Kyoto Unit"
MA,6884,2015,"Non-Kyoto Unit"
MA,1354,2019,"Non-Kyoto Unit"
TR,73768,2015,"Non-Kyoto Unit"
ES,335498113,2014,"Non-Kyoto Unit"
ME,588,2015,"Non-Kyoto Unit"
ME,326,2016,"Non-Kyoto Unit"
ES,239546665,2019,"Non-Kyoto Unit"
GR,74281918,2019,"Non-Kyoto Unit"
KR,35761,2017,"Non-Kyoto Unit"
GR,104057198,2016,"Non-Kyoto Unit"
,4458398,2016,"Non-Kyoto Unit"
HR,19108861,2016,"Non-Kyoto Unit"
QA,4148,2019,"Non-Kyoto Unit"
IT,238081356,2019,"Non-Kyoto Unit"
KY,17097768,2014,"Non-Kyoto Unit"
ES,321806414,2017,"Non-Kyoto Unit"
LK,4490,2014,"Non-Kyoto Unit"
TH,338,2016,"Non-Kyoto Unit"
DK,31623274,2017,"Non-Kyoto Unit"
MG,2317,2015,"Non-Kyoto Unit"
VN,334,2016,"Non-Kyoto Unit"
RU,83533,2015,"Non-Kyoto Unit"
KZ,346,2016,"Non-Kyoto Unit"
KZ,261,2018,"Non-Kyoto Unit"
SG,58862540,2014,"Non-Kyoto Unit"
SG,354064310,2015,"Non-Kyoto Unit"
DK,26878251,2018,"Non-Kyoto Unit"
DK,17294414,2019,"Non-Kyoto Unit"
ES,515891756,2018,"Non-Kyoto Unit"
UA,33190,2015,"Non-Kyoto Unit"
UA,14399,2019,"Non-Kyoto Unit"
RU,56,2014,"Non-Kyoto Unit"
CH,60145517,2018,"Non-Kyoto Unit"
CZ,407683536,2017,"Non-Kyoto Unit"
CZ,115415959,2019,"Non-Kyoto Unit"
EG,1261,2014,"Non-Kyoto Unit"
EG,1296,2018,"Non-Kyoto Unit"
PK,6565,2017,"Non-Kyoto Unit"
GG,60,2014,"Non-Kyoto Unit"
BM,776,2014,"Non-Kyoto Unit"
TR,33751,2018,"Non-Kyoto Unit"
DK,35632684,2016,"Non-Kyoto Unit"
IL,15747,2016,"Non-Kyoto Unit"
GR,126578182,2013,"Non-Kyoto Unit"
BN,54,2015,"Non-Kyoto Unit"
BM,9655,2015,"Non-Kyoto Unit"
BM,4099,2019,"Non-Kyoto Unit"
CY,5986814,2019,"Non-Kyoto Unit"
CY,7922628,2016,"Non-Kyoto Unit"
PT,45991948,2013,"Non-Kyoto Unit"
IL,24407,2015,"Non-Kyoto Unit"
MU,517,2015,"Non-Kyoto Unit"
BR,271,2018,"Non-Kyoto Unit"
BR,1272,2013,"Non-Kyoto Unit"
UY,211,2015,"Non-Kyoto Unit"
IR,370,2014,"Non-Kyoto Unit"
CV,30,2015,"Non-Kyoto Unit"
CN,76402,2018,"Non-Kyoto Unit"
MT,1702735,2015,"Non-Kyoto Unit"
IE,55928399,2016,"Non-Kyoto Unit"
RE,2206,2016,"Non-Kyoto Unit"
RE,2206,2017,"Non-Kyoto Unit"
TN,4282,2019,"Non-Kyoto Unit"
FI,85745139,2014,"Non-Kyoto Unit"
BG,32625208,2019,"Non-Kyoto Unit"
RO,106651285,2016,"Non-Kyoto Unit"
RO,96495739,2019,"Non-Kyoto Unit"
NO,60410709,2017,"Non-Kyoto Unit"
,5228089,2015,"Non-Kyoto Unit"
HR,21120467,2015,"Non-Kyoto Unit"
,4069291,2019,"Non-Kyoto Unit"
HR,15979344,2019,"Non-Kyoto Unit"
CY,7903408,2012,"Non-Kyoto Unit"
MG,1245,2017,"Non-Kyoto Unit"
SI,34855651,2014,"Non-Kyoto Unit"
CZ,146650724,2016,"Non-Kyoto Unit"
LU,1870672,2019,"Non-Kyoto Unit"
UY,169,2017,"Non-Kyoto Unit"
ET,54705,2016,"Non-Kyoto Unit"
ET,64188,2018,"Non-Kyoto Unit"
IT,476070702,2016,"Non-Kyoto Unit"
EE,15849916,2016,"Non-Kyoto Unit"
EE,13903312,2019,"Non-Kyoto Unit"
IM,3442,2015,"Non-Kyoto Unit"
IL,22186,2018,"Non-Kyoto Unit"
LT,9534871,2015,"Non-Kyoto Unit"
CN,99887,2016,"Non-Kyoto Unit"
JE,20667441,2017,"Non-Kyoto Unit"
,12192963,2013,"Non-Kyoto Unit"
HR,2812710,2013,"Non-Kyoto Unit"
,6775077,2018,"Non-Kyoto Unit"
,48118467,2012,"Non-Kyoto Unit"
,5808890,2014,"Non-Kyoto Unit"
,7442671,2017,"Non-Kyoto Unit"
CY,49376919,2010,"Non-Kyoto Unit"
CY,6256300,2011,"Non-Kyoto Unit"
MT,1878307,2011,"Non-Kyoto Unit"
BE,311009709,2012,"Non-Kyoto Unit"
IE,61824695,2014,"Non-Kyoto Unit"
GR,124089413,2014,"Non-Kyoto Unit"
LV,3513835,2014,"Non-Kyoto Unit"
DK,54495278,2014,"Non-Kyoto Unit"
PT,11185326,2012,"Non-Kyoto Unit"
PL,365940617,2019,"Non-Kyoto Unit"
DK,9970737,2012,"Non-Kyoto Unit"
CZ,76124233,2013,"Non-Kyoto Unit"
SK,110997002,2013,"Non-Kyoto Unit"
RO,140154879,2014,"Non-Kyoto Unit"
SE,77715476,2014,"Non-Kyoto Unit"
GR,95844500,2015,"Non-Kyoto Unit"
BG,53921199,2016,"Non-Kyoto Unit"
PT,48028658,2014,"Non-Kyoto Unit"
SK,183750732,2014,"Non-Kyoto Unit"
FR,775242426,2014,"Non-Kyoto Unit"
RO,44786035,2013,"Non-Kyoto Unit"
JE,9042512,2019,"Non-Kyoto Unit"
AT,60947805,2014,"Non-Kyoto Unit"
BG,70736058,2014,"Non-Kyoto Unit"
HU,19502992,2012,"Non-Kyoto Unit"
CZ,230026615,2014,"Non-Kyoto Unit"
PL,139911995,2012,"Non-Kyoto Unit"
JE,24592779,2018,"Non-Kyoto Unit"
BG,53433584,2017,"Non-Kyoto Unit"
HR,18229230,2018,"Non-Kyoto Unit"
BG,57476642,2018,"Non-Kyoto Unit"
JE,70344993,2013,"Non-Kyoto Unit"
CZ,90566882,2012,"Non-Kyoto Unit"
GR,118102553,2018,"Non-Kyoto Unit"
NO,63672289,2013,"Non-Kyoto Unit"
SK,31827585,2018,"Non-Kyoto Unit"
JE,20557357,2016,"Non-Kyoto Unit"
SK,21499033,2016,"Non-Kyoto Unit"
CH,347257286,2014,"Non-Kyoto Unit"
CH,73376835,2019,"Non-Kyoto Unit"
RO,18508054,2012,"Non-Kyoto Unit"
LT,9284769,2018,"Non-Kyoto Unit"
PL,646688566,2014,"Non-Kyoto Unit"
LT,13940081,2014,"Non-Kyoto Unit"
IE,42075405,2017,"Non-Kyoto Unit"
IE,27184658,2019,"Non-Kyoto Unit"
NO,62649918,2014,"Non-Kyoto Unit"
SK,24163154,2015,"Non-Kyoto Unit"
FI,29375663,2019,"Non-Kyoto Unit"
LV,2373729,2019,"Non-Kyoto Unit"
EE,29189408,2018,"Non-Kyoto Unit"
AT,38582278,2019,"Non-Kyoto Unit"
PT,51502385,2017,"Non-Kyoto Unit"
EE,23369275,2013,"Non-Kyoto Unit"
LT,6184958,2019,"Non-Kyoto Unit"
SK,18323028,2019,"Non-Kyoto Unit"
GR,86646723,2017,"Non-Kyoto Unit"
SE,6442024,2012,"Non-Kyoto Unit"
SI,23131639,2019,"Non-Kyoto Unit"
JE,4078438,2012,"Non-Kyoto Unit"
AU,92294205,2019,"Non-Kyoto Unit"
BG,110047877,2013,"Non-Kyoto Unit"
EE,37659383,2017,"Non-Kyoto Unit"
EE,1599857,2012,"Non-Kyoto Unit"
CH,194778047,2012,"Non-Kyoto Unit"
CH,84025349,2017,"Non-Kyoto Unit"
LV,3935950,2018,"Non-Kyoto Unit"
CY,11680062,2015,"Non-Kyoto Unit"
CY,10573389,2017,"Non-Kyoto Unit"
HR,29209052,2014,"Non-Kyoto Unit"
HR,19721638,2017,"Non-Kyoto Unit"
LV,6199863,2013,"Non-Kyoto Unit"
SK,3364049,2012,"Non-Kyoto Unit"
GI,30056,2013,"Non-Kyoto Unit"
EE,45706083,2014,"Non-Kyoto Unit"
NO,30897170,2012,"Non-Kyoto Unit"
AU,389538239,2014,"Non-Kyoto Unit"
AU,1590200735,2017,"Non-Kyoto Unit"
KR,5183,2013,"Non-Kyoto Unit"
AU,318261562,2013,"Non-Kyoto Unit"
AU,222904131,2012,"Non-Kyoto Unit"
AZ,1287,2013,"Non-Kyoto Unit"
QA,9987,2013,"Non-Kyoto Unit"
QA,14000,2014,"Non-Kyoto Unit"
TR,901318,2013,"Non-Kyoto Unit"
HK,282,2013,"Non-Kyoto Unit"
KY,6205756,2016,"Non-Kyoto Unit"
VG,1081,2013,"Non-Kyoto Unit"
HK,752,2017,"Non-Kyoto Unit"
EG,72494,2013,"Non-Kyoto Unit"
