COUNTRY,amount,year,UNIT_TYPE_DESCR
NO,612840,2012,"tCER - Temporary CER"
CZ,1116329,2012,"tCER - Temporary CER"
BG,1116329,2012,"tCER - Temporary CER"
UA,902,2013,"ERU - Emission Reduction Unit"
AW,113,2013,"ERU - Emission Reduction Unit"
KY,45582,2011,"ERU - Emission Reduction Unit"
CN,5000,2010,"ERU - Emission Reduction Unit"
BS,8100,2013,"ERU - Emission Reduction Unit"
SG,98112,2011,"ERU - Emission Reduction Unit"
LB,11383,2010,"ERU - Emission Reduction Unit"
VG,11500,2011,"ERU - Emission Reduction Unit"
BS,236000,2012,"ERU - Emission Reduction Unit"
JE,4095,2016,"ERU - Emission Reduction Unit"
HK,66048,2015,"ERU - Emission Reduction Unit"
MG,676,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,32,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
UY,8,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
RS,117,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
MT,10156,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
GG,2,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
TN,60,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
TN,25,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
PK,100,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
JP,1,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
ET,612,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
KN,1,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
UG,1837714,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
NL,24788,2016,"ERU - Converted from an RMU"
CY,6892,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
VG,51979,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
BR,694787,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
PE,565104,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,25514,2015,"ERU - Converted from an RMU"
AT,3947390,2011,"RMU - Removal Unit"
CY,3658,2011,"RMU - Removal Unit"
EE,7891122,2011,"RMU - Removal Unit"
HU,3982004,2011,"RMU - Removal Unit"
LT,7891122,2011,"RMU - Removal Unit"
SE,18628209,2012,"RMU - Removal Unit"
IS,1542761,2015,"RMU - Removal Unit"
KR,2839848,2012,"Non-Kyoto Unit"
MA,1828,2018,"Non-Kyoto Unit"
CA,517,2018,"Non-Kyoto Unit"
UY,84,2018,"Non-Kyoto Unit"
HK,2871,2018,"Non-Kyoto Unit"
BS,160,2017,"Non-Kyoto Unit"
GG,245,2018,"Non-Kyoto Unit"
KE,56,2016,"Non-Kyoto Unit"
RU,150138,2012,"Non-Kyoto Unit"
KE,322907,2013,"Non-Kyoto Unit"
LB,537,2019,"Non-Kyoto Unit"
JP,6521,2016,"Non-Kyoto Unit"
QA,4218,2015,"Non-Kyoto Unit"
TW,7157,2018,"Non-Kyoto Unit"
GL,4358,2016,"Non-Kyoto Unit"
FO,608,2018,"Non-Kyoto Unit"
KE,46,2018,"Non-Kyoto Unit"
IR,25893,2015,"Non-Kyoto Unit"
LY,122,2015,"Non-Kyoto Unit"
MD,3108,2015,"Non-Kyoto Unit"
CV,4476,2016,"Non-Kyoto Unit"
RE,6618,2015,"Non-Kyoto Unit"
PK,7324,2018,"Non-Kyoto Unit"
CV,1160,2017,"Non-Kyoto Unit"
HR,132884,2012,"Non-Kyoto Unit"
BZ,698,2013,"Non-Kyoto Unit"
ME,243,2013,"Non-Kyoto Unit"
CO,156,2013,"Non-Kyoto Unit"
TH,799482,2007,"Non-Kyoto Unit"
TC,83781,2006,"Non-Kyoto Unit"
KR,70473,2005,"Non-Kyoto Unit"
PH,106204,2006,"Non-Kyoto Unit"
BR,47844,2007,"Non-Kyoto Unit"
CY,26870,2014,"AAU - Assigned Amount Unit"
NZ,1593,2012,"AAU - Assigned Amount Unit"
CN,20000,2011,"AAU - Assigned Amount Unit"
BZ,29000,2009,"AAU - Assigned Amount Unit"
ZA,15000,2009,"AAU - Assigned Amount Unit"
MT,158300,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
TC,34085,2012,"AAU - Assigned Amount Unit"
NZ,56,2019,"Non-Kyoto Unit"
CY,16255,2009,"ERU - Emission Reduction Unit"
PK,13825,2015,"Non-Kyoto Unit"
ME,3676,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
RO,108143,2018,"ERU - Emission Reduction Unit"
BS,9872,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
MU,80000,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,3240,2015,"ERU - Converted from an RMU"
RU,53,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
LI,3,2012,"Non-Kyoto Unit"
HR,5411963,2015,"RMU - Removal Unit"
LI,11444,2016,"Non-Kyoto Unit"
RE,475800,2013,"Non-Kyoto Unit"
BB,39914,2012,"AAU - Assigned Amount Unit"
JE,500736,2015,"ERU - Converted from an RMU"
GB,1128076,2016,"AAU - Assigned Amount Unit"
SA,104,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,119064,2008,"AAU - Assigned Amount Unit"
HK,300,2016,"ERU - Emission Reduction Unit"
GR,44285,2014,"tCER - Temporary CER"
RE,71400,2013,"ERU - Emission Reduction Unit"
MT,105558,2008,"AAU - Assigned Amount Unit"
MX,142,2016,"Non-Kyoto Unit"
HR,139023568,2015,"AAU - Assigned Amount Unit"
VG,25188,2008,"AAU - Assigned Amount Unit"
MY,85371,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
AZ,285,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
VN,667502,2012,"Non-Kyoto Unit"
CL,21914,2015,"Non-Kyoto Unit"
KZ,75042,2012,"Non-Kyoto Unit"
DK,222275,2013,"RMU - Removal Unit"
ET,5886,2015,"ERU - Emission Reduction Unit"
TW,14314,2014,"Non-Kyoto Unit"
MA,1581,2017,"Non-Kyoto Unit"
,11250,2013,"ERU - Converted from an RMU"
JE,11250,2013,"ERU - Converted from an RMU"
IT,22500,2013,"ERU - Converted from an RMU"
RS,422,2016,"Non-Kyoto Unit"
AZ,68550,2012,"Non-Kyoto Unit"
LB,111,2015,"Non-Kyoto Unit"
DZ,66,2013,"Non-Kyoto Unit"
SC,1,2017,"ERU - Emission Reduction Unit"
NZ,347924,2012,"Non-Kyoto Unit"
RE,2206,2018,"Non-Kyoto Unit"
PH,57534,2012,"AAU - Assigned Amount Unit"
KY,34,2015,"ERU - Emission Reduction Unit"
PT,3016,2019,"ERU - Emission Reduction Unit"
HK,678,2019,"ERU - Emission Reduction Unit"
CZ,6689,2019,"ERU - Emission Reduction Unit"
RO,678,2019,"ERU - Emission Reduction Unit"
SK,4711,2019,"ERU - Emission Reduction Unit"
AE,15000,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
KZ,11,2014,"ERU - Emission Reduction Unit"
KR,5502,2013,"ERU - Emission Reduction Unit"
MX,55945,2010,"ERU - Emission Reduction Unit"
ET,492973,2013,"Non-Kyoto Unit"
GG,2264,2013,"ERU - Emission Reduction Unit"
KZ,736,2014,"Non-Kyoto Unit"
MG,2912,2016,"Non-Kyoto Unit"
MA,19,2013,"ERU - Emission Reduction Unit"
CN,36686,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
ME,1795,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
FO,74460,2013,"Non-Kyoto Unit"
BB,37647,2010,"AAU - Assigned Amount Unit"
EG,1296,2019,"Non-Kyoto Unit"
MD,6666,2019,"Non-Kyoto Unit"
DZ,153736,2012,"Non-Kyoto Unit"
BR,95688,2006,"Non-Kyoto Unit"
GR,3943732,2011,"RMU - Removal Unit"
SI,3943732,2011,"RMU - Removal Unit"
IE,3943732,2011,"RMU - Removal Unit"
UA,106345,2013,"Non-Kyoto Unit"
PH,106204,2005,"Non-Kyoto Unit"
PT,117668,2017,"tCER - Temporary CER"
SE,58834,2017,"tCER - Temporary CER"
FR,58834,2017,"tCER - Temporary CER"
ES,117668,2017,"tCER - Temporary CER"
SI,58834,2017,"tCER - Temporary CER"
IT,58834,2017,"tCER - Temporary CER"
PL,58834,2017,"tCER - Temporary CER"
LI,58834,2017,"tCER - Temporary CER"
DE,58834,2017,"tCER - Temporary CER"
CZ,58834,2017,"tCER - Temporary CER"
LI,1241,2017,"Non-Kyoto Unit"
TR,21038,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,45299,2010,"ERU - Emission Reduction Unit"
GL,158,2018,"Non-Kyoto Unit"
NG,52,2019,"Non-Kyoto Unit"
CV,1275,2013,"Non-Kyoto Unit"
BE,503489,2012,"tCER - Temporary CER"
AT,503489,2012,"tCER - Temporary CER"
IE,503489,2012,"tCER - Temporary CER"
RO,503489,2012,"tCER - Temporary CER"
HU,503489,2012,"tCER - Temporary CER"
LT,1006978,2012,"tCER - Temporary CER"
EE,503489,2012,"tCER - Temporary CER"
,176508,2018,"tCER - Temporary CER"
BE,176508,2018,"tCER - Temporary CER"
DE,176508,2018,"tCER - Temporary CER"
PT,176508,2018,"tCER - Temporary CER"
DK,176508,2018,"tCER - Temporary CER"
BG,353016,2018,"tCER - Temporary CER"
CZ,353016,2018,"tCER - Temporary CER"
PL,176508,2018,"tCER - Temporary CER"
NL,176508,2018,"tCER - Temporary CER"
GB,176508,2018,"tCER - Temporary CER"
SE,176508,2018,"tCER - Temporary CER"
AT,176508,2018,"tCER - Temporary CER"
FI,176508,2018,"tCER - Temporary CER"
IE,176508,2018,"tCER - Temporary CER"
RO,176508,2018,"tCER - Temporary CER"
HU,176508,2018,"tCER - Temporary CER"
LT,353016,2018,"tCER - Temporary CER"
SK,176508,2018,"tCER - Temporary CER"
FR,176508,2018,"tCER - Temporary CER"
EE,176508,2018,"tCER - Temporary CER"
NO,176508,2018,"tCER - Temporary CER"
QA,1600,2013,"ERU - Emission Reduction Unit"
MG,11118,2013,"ERU - Emission Reduction Unit"
SI,42340,2018,"ERU - Emission Reduction Unit"
ME,56423,2011,"ERU - Emission Reduction Unit"
JP,185000,2013,"ERU - Emission Reduction Unit"
VG,64974,2012,"ERU - Emission Reduction Unit"
IL,179,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
UY,2,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
SA,1,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
EG,98,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
GG,192,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
MT,25000,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
BR,1296,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
LK,2245,2015,"Non-Kyoto Unit"
ID,12724,2006,"Non-Kyoto Unit"
DE,18036686,2013,"RMU - Removal Unit"
FR,18036686,2013,"RMU - Removal Unit"
TH,1014,2015,"Non-Kyoto Unit"
BG,5944,2013,"RMU - Removal Unit"
AT,5944,2013,"RMU - Removal Unit"
LI,5944,2013,"RMU - Removal Unit"
GB,5944,2013,"RMU - Removal Unit"
,5944,2013,"RMU - Removal Unit"
CY,5944,2013,"RMU - Removal Unit"
EE,5944,2013,"RMU - Removal Unit"
HU,5944,2013,"RMU - Removal Unit"
LT,5944,2013,"RMU - Removal Unit"
LV,5944,2013,"RMU - Removal Unit"
FI,5944,2013,"RMU - Removal Unit"
NL,5944,2013,"RMU - Removal Unit"
SC,113145,2012,"Non-Kyoto Unit"
MD,1036,2016,"Non-Kyoto Unit"
DZ,267,2016,"Non-Kyoto Unit"
PH,57534,2010,"AAU - Assigned Amount Unit"
KN,39397,2012,"AAU - Assigned Amount Unit"
BE,18339964,2012,"RMU - Removal Unit"
GR,9169982,2012,"RMU - Removal Unit"
AT,9169982,2012,"RMU - Removal Unit"
IE,9169982,2012,"RMU - Removal Unit"
EE,9169982,2012,"RMU - Removal Unit"
HU,9169982,2012,"RMU - Removal Unit"
LT,9169982,2012,"RMU - Removal Unit"
LV,18339964,2012,"RMU - Removal Unit"
LI,18339964,2012,"RMU - Removal Unit"
BG,18339964,2012,"RMU - Removal Unit"
SK,18339964,2012,"RMU - Removal Unit"
CZ,18339964,2012,"RMU - Removal Unit"
CH,1148712,2015,"RMU - Removal Unit"
RS,8151,2017,"Non-Kyoto Unit"
RO,5386,2016,"AAU - Assigned Amount Unit"
ZA,14266,2008,"Non-Kyoto Unit"
IN,168477,2012,"Non-Kyoto Unit"
MG,2149,2018,"Non-Kyoto Unit"
TM,44,2018,"Non-Kyoto Unit"
LB,37,2017,"Non-Kyoto Unit"
KZ,391,2017,"Non-Kyoto Unit"
JE,237769,2015,"AAU - Assigned Amount Unit"
RS,54832,2013,"Non-Kyoto Unit"
BM,47,2012,"Non-Kyoto Unit"
KY,4990,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
TW,7157,2016,"Non-Kyoto Unit"
NG,56934,2012,"Non-Kyoto Unit"
MG,85333,2012,"Non-Kyoto Unit"
MU,2,2014,"Non-Kyoto Unit"
GE,11512,2012,"Non-Kyoto Unit"
ZA,22286,2005,"Non-Kyoto Unit"
US,1276,2014,"AAU - Assigned Amount Unit"
VE,230,2014,"Non-Kyoto Unit"
SG,3216303,2012,"Non-Kyoto Unit"
MU,352017,2012,"Non-Kyoto Unit"
AW,232,2019,"Non-Kyoto Unit"
PH,57534,2011,"AAU - Assigned Amount Unit"
ME,256,2018,"Non-Kyoto Unit"
AZ,1999,2015,"Non-Kyoto Unit"
ID,203,2018,"Non-Kyoto Unit"
RO,2500000,2017,"AAU - Assigned Amount Unit"
AW,646,2013,"Non-Kyoto Unit"
IS,182,2013,"AAU - Assigned Amount Unit"
ME,107,2019,"Non-Kyoto Unit"
IS,3100,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
TM,379,2015,"Non-Kyoto Unit"
LU,1843,2018,"ERU - Emission Reduction Unit"
TW,834169,2012,"Non-Kyoto Unit"
KR,43,2016,"ERU - Emission Reduction Unit"
KZ,103,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
AZ,7606,2018,"Non-Kyoto Unit"
MU,56821,2013,"ERU - Emission Reduction Unit"
BB,140,2018,"Non-Kyoto Unit"
ID,1588,2017,"Non-Kyoto Unit"
IN,488141,2011,"AAU - Assigned Amount Unit"
TN,21000,2013,"ERU - Emission Reduction Unit"
ME,651,2012,"ERU - Emission Reduction Unit"
KZ,7031,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
BS,872,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
HK,18,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
BN,18,2017,"Non-Kyoto Unit"
HK,210,2015,"Non-Kyoto Unit"
BM,680,2009,"ERU - Emission Reduction Unit"
BM,20914,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
VN,5506,2013,"Non-Kyoto Unit"
TN,4282,2018,"Non-Kyoto Unit"
SY,43107,2013,"Non-Kyoto Unit"
BM,2,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
ZA,27,2012,"Non-Kyoto Unit"
TH,606,2019,"Non-Kyoto Unit"
PA,8,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
BE,26573,2016,"tCER - Temporary CER"
DE,26573,2016,"tCER - Temporary CER"
NL,53146,2016,"tCER - Temporary CER"
SE,26573,2016,"tCER - Temporary CER"
ES,26573,2016,"tCER - Temporary CER"
HU,26573,2016,"tCER - Temporary CER"
PL,53146,2016,"tCER - Temporary CER"
DK,26573,2016,"tCER - Temporary CER"
FR,26573,2016,"tCER - Temporary CER"
FI,26573,2016,"tCER - Temporary CER"
CZ,26573,2016,"tCER - Temporary CER"
BG,53146,2016,"tCER - Temporary CER"
GB,26573,2016,"tCER - Temporary CER"
LK,2245,2016,"Non-Kyoto Unit"
ET,588,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
MT,2100,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,270,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
TN,4282,2017,"Non-Kyoto Unit"
PA,63,2013,"Non-Kyoto Unit"
BN,18,2016,"Non-Kyoto Unit"
TM,151,2017,"Non-Kyoto Unit"
BS,148,2013,"Non-Kyoto Unit"
ME,14362,2012,"Non-Kyoto Unit"
KN,253,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
LK,2245,2017,"Non-Kyoto Unit"
ME,42,2013,"ERU - Emission Reduction Unit"
LI,5202,2019,"ERU - Emission Reduction Unit"
JP,325186,2010,"ERU - Emission Reduction Unit"
LU,1169,2019,"ERU - Emission Reduction Unit"
PH,378,2012,"ERU - Emission Reduction Unit"
TH,75000,2010,"ERU - Emission Reduction Unit"
JE,27114,2018,"ERU - Emission Reduction Unit"
ET,2943,2016,"ERU - Emission Reduction Unit"
JE,1279,2009,"ERU - Emission Reduction Unit"
PK,100,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
ET,646,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
BR,102,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
AE,52,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
IM,25,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,1111,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
CN,3603437,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
KR,1,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
CN,20372,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
BR,9508,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
GB,2,2018,"ERU - Converted from an RMU"
DE,3,2018,"ERU - Converted from an RMU"
PL,7,2018,"ERU - Converted from an RMU"
FR,1,2018,"ERU - Converted from an RMU"
ES,1,2018,"ERU - Converted from an RMU"
NL,1,2018,"ERU - Converted from an RMU"
JP,1000,2013,"Non-Kyoto Unit"
NZ,788,2011,"AAU - Assigned Amount Unit"
PK,7139,2012,"AAU - Assigned Amount Unit"
LY,10722,2013,"Non-Kyoto Unit"
MU,102,2018,"Non-Kyoto Unit"
ID,6362,2007,"Non-Kyoto Unit"
BE,2,2018,"AAU - Assigned Amount Unit"
FR,1,2018,"AAU - Assigned Amount Unit"
ES,1,2018,"AAU - Assigned Amount Unit"
PL,1,2018,"AAU - Assigned Amount Unit"
CZ,1,2018,"AAU - Assigned Amount Unit"
BE,12757,2017,"ERU - Converted from an RMU"
GB,25514,2017,"ERU - Converted from an RMU"
RO,12757,2017,"ERU - Converted from an RMU"
MX,1943927,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
AM,6,2013,"Non-Kyoto Unit"
IR,3586,2017,"Non-Kyoto Unit"
BY,33,2016,"Non-Kyoto Unit"
BR,140000,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
LU,9169982,2012,"RMU - Removal Unit"
PT,18339964,2012,"RMU - Removal Unit"
IT,9169982,2012,"RMU - Removal Unit"
LB,50000,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
AZ,4240,2016,"Non-Kyoto Unit"
IR,3586,2018,"Non-Kyoto Unit"
KN,253,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,10457,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
TW,7157,2017,"Non-Kyoto Unit"
US,12757,2015,"ERU - Converted from an RMU"
GL,158,2017,"Non-Kyoto Unit"
FO,608,2017,"Non-Kyoto Unit"
ZA,25790,2012,"AAU - Assigned Amount Unit"
NG,106,2016,"Non-Kyoto Unit"
LK,359370,2012,"Non-Kyoto Unit"
